HSCode,Commodity,value,country,year
26,"ORES, SLAG AND ASH.",0,YEMEN REPUBLC,2014
30,PHARMACEUTICAL PRODUCTS,58.66,YEMEN REPUBLC,2014
52,COTTON.,9.04,YEMEN REPUBLC,2014
73,ARTICLES OF IRON OR STEEL,16.94,YEMEN REPUBLC,2014
17,SUGARS AND SUGAR CONFECTIONERY.,0.97,ZAMBIA,2014
30,PHARMACEUTICAL PRODUCTS,90.13,ZAMBIA,2014
52,COTTON.,2.66,ZAMBIA,2014
73,ARTICLES OF IRON OR STEEL,31.56,ZAMBIA,2014
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,ZIMBABWE,2014
30,PHARMACEUTICAL PRODUCTS,103.58,ZIMBABWE,2014
52,COTTON.,0.58,ZIMBABWE,2014
73,ARTICLES OF IRON OR STEEL,1.53,ZIMBABWE,2014
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,AFGHANISTAN TIS,2013
30,PHARMACEUTICAL PRODUCTS,46.6,AFGHANISTAN TIS,2013
52,COTTON.,1.31,AFGHANISTAN TIS,2013
73,ARTICLES OF IRON OR STEEL,11.06,AFGHANISTAN TIS,2013
30,PHARMACEUTICAL PRODUCTS,0.16,ALBANIA,2013
52,COTTON.,0.36,ALBANIA,2013
73,ARTICLES OF IRON OR STEEL,0.4,ALBANIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.46,ALGERIA,2013
30,PHARMACEUTICAL PRODUCTS,41.24,ALGERIA,2013
52,COTTON.,8.48,ALGERIA,2013
73,ARTICLES OF IRON OR STEEL,42.46,ALGERIA,2013
30,PHARMACEUTICAL PRODUCTS,0.01,ANDORRA,2013
73,ARTICLES OF IRON OR STEEL,0,ANDORRA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,6.45,ANGOLA,2013
30,PHARMACEUTICAL PRODUCTS,61.66,ANGOLA,2013
52,COTTON.,21.17,ANGOLA,2013
73,ARTICLES OF IRON OR STEEL,3.26,ANGOLA,2013
30,PHARMACEUTICAL PRODUCTS,0.01,ANGUILLA,2013
30,PHARMACEUTICAL PRODUCTS,0.18,ANTIGUA,2013
73,ARTICLES OF IRON OR STEEL,0.01,ANTIGUA,2013
30,PHARMACEUTICAL PRODUCTS,15.57,ARGENTINA,2013
52,COTTON.,10.45,ARGENTINA,2013
73,ARTICLES OF IRON OR STEEL,6.26,ARGENTINA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,ARMENIA,2013
30,PHARMACEUTICAL PRODUCTS,1.08,ARMENIA,2013
73,ARTICLES OF IRON OR STEEL,0.29,ARMENIA,2013
73,ARTICLES OF IRON OR STEEL,0.14,ARUBA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.28,AUSTRALIA,2013
26,"ORES, SLAG AND ASH.",0.17,AUSTRALIA,2013
30,PHARMACEUTICAL PRODUCTS,173.61,AUSTRALIA,2013
52,COTTON.,7.46,AUSTRALIA,2013
73,ARTICLES OF IRON OR STEEL,95.38,AUSTRALIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0,AUSTRIA,2013
26,"ORES, SLAG AND ASH.",0.02,AUSTRIA,2013
30,PHARMACEUTICAL PRODUCTS,12.99,AUSTRIA,2013
52,COTTON.,5.81,AUSTRIA,2013
73,ARTICLES OF IRON OR STEEL,15.37,AUSTRIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.06,AZERBAIJAN,2013
30,PHARMACEUTICAL PRODUCTS,4.37,AZERBAIJAN,2013
52,COTTON.,0,AZERBAIJAN,2013
73,ARTICLES OF IRON OR STEEL,1.52,AZERBAIJAN,2013
30,PHARMACEUTICAL PRODUCTS,1.17,BAHAMAS,2013
52,COTTON.,0.02,BAHAMAS,2013
73,ARTICLES OF IRON OR STEEL,0.03,BAHAMAS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,4.88,BAHARAIN IS,2013
26,"ORES, SLAG AND ASH.",0.49,BAHARAIN IS,2013
30,PHARMACEUTICAL PRODUCTS,2.68,BAHARAIN IS,2013
52,COTTON.,16.9,BAHARAIN IS,2013
73,ARTICLES OF IRON OR STEEL,27.75,BAHARAIN IS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,12.18,BANGLADESH PR,2013
26,"ORES, SLAG AND ASH.",7.51,BANGLADESH PR,2013
30,PHARMACEUTICAL PRODUCTS,57.13,BANGLADESH PR,2013
52,COTTON.,1576.84,BANGLADESH PR,2013
73,ARTICLES OF IRON OR STEEL,34.36,BANGLADESH PR,2013
30,PHARMACEUTICAL PRODUCTS,0.61,BARBADOS,2013
52,COTTON.,0.01,BARBADOS,2013
73,ARTICLES OF IRON OR STEEL,0.22,BARBADOS,2013
30,PHARMACEUTICAL PRODUCTS,13.94,BELARUS,2013
52,COTTON.,0.46,BELARUS,2013
73,ARTICLES OF IRON OR STEEL,0.65,BELARUS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,9.1,BELGIUM,2013
26,"ORES, SLAG AND ASH.",1.5,BELGIUM,2013
30,PHARMACEUTICAL PRODUCTS,68.58,BELGIUM,2013
52,COTTON.,45.66,BELGIUM,2013
73,ARTICLES OF IRON OR STEEL,102.55,BELGIUM,2013
30,PHARMACEUTICAL PRODUCTS,0.59,BELIZE,2013
73,ARTICLES OF IRON OR STEEL,0.28,BELIZE,2013
17,SUGARS AND SUGAR CONFECTIONERY.,3.62,BENIN,2013
30,PHARMACEUTICAL PRODUCTS,36.43,BENIN,2013
52,COTTON.,42.69,BENIN,2013
73,ARTICLES OF IRON OR STEEL,70.69,BENIN,2013
73,ARTICLES OF IRON OR STEEL,0,BERMUDA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,2.06,BHUTAN,2013
26,"ORES, SLAG AND ASH.",0.37,BHUTAN,2013
30,PHARMACEUTICAL PRODUCTS,0.94,BHUTAN,2013
52,COTTON.,0,BHUTAN,2013
73,ARTICLES OF IRON OR STEEL,21.15,BHUTAN,2013
30,PHARMACEUTICAL PRODUCTS,10.11,BOLIVIA,2013
52,COTTON.,0.59,BOLIVIA,2013
73,ARTICLES OF IRON OR STEEL,0.37,BOLIVIA,2013
30,PHARMACEUTICAL PRODUCTS,0.82,BOSNIA-HRZGOVIN,2013
52,COTTON.,0.31,BOSNIA-HRZGOVIN,2013
73,ARTICLES OF IRON OR STEEL,0.07,BOSNIA-HRZGOVIN,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.16,BOTSWANA,2013
30,PHARMACEUTICAL PRODUCTS,34.9,BOTSWANA,2013
52,COTTON.,0.38,BOTSWANA,2013
73,ARTICLES OF IRON OR STEEL,1.03,BOTSWANA,2013
30,PHARMACEUTICAL PRODUCTS,0.04,BR VIRGN IS,2013
73,ARTICLES OF IRON OR STEEL,0,BR VIRGN IS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,BRAZIL,2013
26,"ORES, SLAG AND ASH.",0,BRAZIL,2013
30,PHARMACEUTICAL PRODUCTS,161.35,BRAZIL,2013
52,COTTON.,61.3,BRAZIL,2013
73,ARTICLES OF IRON OR STEEL,96.59,BRAZIL,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0,BRUNEI,2013
30,PHARMACEUTICAL PRODUCTS,0.01,BRUNEI,2013
52,COTTON.,0.01,BRUNEI,2013
73,ARTICLES OF IRON OR STEEL,0.25,BRUNEI,2013
26,"ORES, SLAG AND ASH.",0.05,BULGARIA,2013
30,PHARMACEUTICAL PRODUCTS,9.19,BULGARIA,2013
52,COTTON.,4.92,BULGARIA,2013
73,ARTICLES OF IRON OR STEEL,2,BULGARIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.08,BURKINA FASO,2013
30,PHARMACEUTICAL PRODUCTS,31.09,BURKINA FASO,2013
52,COTTON.,1.98,BURKINA FASO,2013
73,ARTICLES OF IRON OR STEEL,5.85,BURKINA FASO,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,BURUNDI,2013
30,PHARMACEUTICAL PRODUCTS,11.28,BURUNDI,2013
73,ARTICLES OF IRON OR STEEL,0.55,BURUNDI,2013
30,PHARMACEUTICAL PRODUCTS,3.86,C AFRI REP,2013
52,COTTON.,0.03,C AFRI REP,2013
73,ARTICLES OF IRON OR STEEL,0.83,C AFRI REP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0,CAMBODIA,2013
30,PHARMACEUTICAL PRODUCTS,34.17,CAMBODIA,2013
52,COTTON.,19.41,CAMBODIA,2013
73,ARTICLES OF IRON OR STEEL,6.68,CAMBODIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,4.31,CAMEROON,2013
26,"ORES, SLAG AND ASH.",0.01,CAMEROON,2013
30,PHARMACEUTICAL PRODUCTS,33.69,CAMEROON,2013
52,COTTON.,2.97,CAMEROON,2013
73,ARTICLES OF IRON OR STEEL,5.48,CAMEROON,2013
17,SUGARS AND SUGAR CONFECTIONERY.,2.68,CANADA,2013
26,"ORES, SLAG AND ASH.",0.01,CANADA,2013
30,PHARMACEUTICAL PRODUCTS,140.47,CANADA,2013
52,COTTON.,9.34,CANADA,2013
73,ARTICLES OF IRON OR STEEL,194.11,CANADA,2013
30,PHARMACEUTICAL PRODUCTS,0.37,CAPE VERDE IS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,CAYMAN IS,2013
30,PHARMACEUTICAL PRODUCTS,0.5,CAYMAN IS,2013
73,ARTICLES OF IRON OR STEEL,0.02,CAYMAN IS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.34,CHAD,2013
30,PHARMACEUTICAL PRODUCTS,21.48,CHAD,2013
52,COTTON.,0.17,CHAD,2013
73,ARTICLES OF IRON OR STEEL,1.13,CHAD,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,CHILE,2013
30,PHARMACEUTICAL PRODUCTS,35.98,CHILE,2013
52,COTTON.,12.74,CHILE,2013
73,ARTICLES OF IRON OR STEEL,54.52,CHILE,2013
17,SUGARS AND SUGAR CONFECTIONERY.,5.11,CHINA P RP,2013
26,"ORES, SLAG AND ASH.",1570.59,CHINA P RP,2013
30,PHARMACEUTICAL PRODUCTS,46.58,CHINA P RP,2013
52,COTTON.,3833.41,CHINA P RP,2013
73,ARTICLES OF IRON OR STEEL,80.96,CHINA P RP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.09,COLOMBIA,2013
30,PHARMACEUTICAL PRODUCTS,45.11,COLOMBIA,2013
52,COTTON.,106.91,COLOMBIA,2013
73,ARTICLES OF IRON OR STEEL,14.19,COLOMBIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,COMOROS,2013
30,PHARMACEUTICAL PRODUCTS,0.19,COMOROS,2013
52,COTTON.,1.77,COMOROS,2013
73,ARTICLES OF IRON OR STEEL,0.09,COMOROS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.91,CONGO D. REP.,2013
30,PHARMACEUTICAL PRODUCTS,47.59,CONGO D. REP.,2013
52,COTTON.,6.87,CONGO D. REP.,2013
73,ARTICLES OF IRON OR STEEL,9.29,CONGO D. REP.,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.54,CONGO P REP,2013
26,"ORES, SLAG AND ASH.",0.01,CONGO P REP,2013
30,PHARMACEUTICAL PRODUCTS,34.9,CONGO P REP,2013
52,COTTON.,5.9,CONGO P REP,2013
73,ARTICLES OF IRON OR STEEL,19.35,CONGO P REP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0,COSTA RICA,2013
30,PHARMACEUTICAL PRODUCTS,11.3,COSTA RICA,2013
52,COTTON.,0.11,COSTA RICA,2013
73,ARTICLES OF IRON OR STEEL,0.53,COSTA RICA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.52,COTE D' IVOIRE,2013
30,PHARMACEUTICAL PRODUCTS,11.76,COTE D' IVOIRE,2013
52,COTTON.,6.89,COTE D' IVOIRE,2013
73,ARTICLES OF IRON OR STEEL,15.8,COTE D' IVOIRE,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.82,CROATIA,2013
26,"ORES, SLAG AND ASH.",0.02,CROATIA,2013
30,PHARMACEUTICAL PRODUCTS,8.51,CROATIA,2013
52,COTTON.,5.2,CROATIA,2013
73,ARTICLES OF IRON OR STEEL,3.95,CROATIA,2013
30,PHARMACEUTICAL PRODUCTS,9.79,CUBA,2013
52,COTTON.,0.11,CUBA,2013
73,ARTICLES OF IRON OR STEEL,0.1,CUBA,2013
30,PHARMACEUTICAL PRODUCTS,1.32,CYPRUS,2013
52,COTTON.,0.15,CYPRUS,2013
73,ARTICLES OF IRON OR STEEL,2.26,CYPRUS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.06,CZECH REPUBLIC,2013
30,PHARMACEUTICAL PRODUCTS,12.47,CZECH REPUBLIC,2013
52,COTTON.,21.05,CZECH REPUBLIC,2013
73,ARTICLES OF IRON OR STEEL,56.75,CZECH REPUBLIC,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,DENMARK,2013
30,PHARMACEUTICAL PRODUCTS,71.98,DENMARK,2013
52,COTTON.,4.97,DENMARK,2013
73,ARTICLES OF IRON OR STEEL,26.66,DENMARK,2013
17,SUGARS AND SUGAR CONFECTIONERY.,17.04,DJIBOUTI,2013
26,"ORES, SLAG AND ASH.",0.44,DJIBOUTI,2013
30,PHARMACEUTICAL PRODUCTS,0.86,DJIBOUTI,2013
52,COTTON.,5.22,DJIBOUTI,2013
73,ARTICLES OF IRON OR STEEL,2.31,DJIBOUTI,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.09,DOMINIC REP,2013
30,PHARMACEUTICAL PRODUCTS,25.2,DOMINIC REP,2013
52,COTTON.,16.75,DOMINIC REP,2013
73,ARTICLES OF IRON OR STEEL,0.47,DOMINIC REP,2013
30,PHARMACEUTICAL PRODUCTS,0.78,DOMINICA,2013
52,COTTON.,0.03,DOMINICA,2013
73,ARTICLES OF IRON OR STEEL,0.07,DOMINICA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.22,ECUADOR,2013
30,PHARMACEUTICAL PRODUCTS,15.18,ECUADOR,2013
52,COTTON.,2.7,ECUADOR,2013
73,ARTICLES OF IRON OR STEEL,2.05,ECUADOR,2013
17,SUGARS AND SUGAR CONFECTIONERY.,3.55,EGYPT A RP,2013
26,"ORES, SLAG AND ASH.",8.33,EGYPT A RP,2013
30,PHARMACEUTICAL PRODUCTS,19.2,EGYPT A RP,2013
52,COTTON.,201.05,EGYPT A RP,2013
73,ARTICLES OF IRON OR STEEL,27.13,EGYPT A RP,2013
30,PHARMACEUTICAL PRODUCTS,7.46,EL SALVADOR,2013
52,COTTON.,0.46,EL SALVADOR,2013
73,ARTICLES OF IRON OR STEEL,1.07,EL SALVADOR,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.11,EQUTL GUINEA,2013
30,PHARMACEUTICAL PRODUCTS,0.72,EQUTL GUINEA,2013
52,COTTON.,0.06,EQUTL GUINEA,2013
73,ARTICLES OF IRON OR STEEL,0.23,EQUTL GUINEA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.08,ERITREA,2013
30,PHARMACEUTICAL PRODUCTS,4.83,ERITREA,2013
52,COTTON.,0.45,ERITREA,2013
73,ARTICLES OF IRON OR STEEL,0.11,ERITREA,2013
30,PHARMACEUTICAL PRODUCTS,2.07,ESTONIA,2013
52,COTTON.,3.57,ESTONIA,2013
73,ARTICLES OF IRON OR STEEL,2.42,ESTONIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,15.88,ETHIOPIA,2013
30,PHARMACEUTICAL PRODUCTS,131.51,ETHIOPIA,2013
52,COTTON.,8.66,ETHIOPIA,2013
73,ARTICLES OF IRON OR STEEL,33.25,ETHIOPIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.06,FIJI IS,2013
26,"ORES, SLAG AND ASH.",0,FIJI IS,2013
30,PHARMACEUTICAL PRODUCTS,2.78,FIJI IS,2013
52,COTTON.,0.78,FIJI IS,2013
73,ARTICLES OF IRON OR STEEL,0.98,FIJI IS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,FINLAND,2013
26,"ORES, SLAG AND ASH.",0,FINLAND,2013
30,PHARMACEUTICAL PRODUCTS,27.39,FINLAND,2013
52,COTTON.,1.93,FINLAND,2013
73,ARTICLES OF IRON OR STEEL,27,FINLAND,2013
30,PHARMACEUTICAL PRODUCTS,0.22,FR GUIANA,2013
52,COTTON.,0.01,FR GUIANA,2013
73,ARTICLES OF IRON OR STEEL,0.58,FR GUIANA,2013
73,ARTICLES OF IRON OR STEEL,0.2,FR POLYNESIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,FRANCE,2013
26,"ORES, SLAG AND ASH.",1.05,FRANCE,2013
30,PHARMACEUTICAL PRODUCTS,127.4,FRANCE,2013
52,COTTON.,13.53,FRANCE,2013
73,ARTICLES OF IRON OR STEEL,147.24,FRANCE,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.06,GABON,2013
30,PHARMACEUTICAL PRODUCTS,4.92,GABON,2013
52,COTTON.,2.47,GABON,2013
73,ARTICLES OF IRON OR STEEL,1.34,GABON,2013
17,SUGARS AND SUGAR CONFECTIONERY.,2.57,GAMBIA,2013
30,PHARMACEUTICAL PRODUCTS,4.03,GAMBIA,2013
52,COTTON.,26.74,GAMBIA,2013
73,ARTICLES OF IRON OR STEEL,2.28,GAMBIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.34,GEORGIA,2013
26,"ORES, SLAG AND ASH.",0.01,GEORGIA,2013
30,PHARMACEUTICAL PRODUCTS,8.05,GEORGIA,2013
52,COTTON.,0.08,GEORGIA,2013
73,ARTICLES OF IRON OR STEEL,1.06,GEORGIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.37,GERMANY,2013
26,"ORES, SLAG AND ASH.",0.66,GERMANY,2013
30,PHARMACEUTICAL PRODUCTS,222.24,GERMANY,2013
52,COTTON.,99.2,GERMANY,2013
73,ARTICLES OF IRON OR STEEL,424.33,GERMANY,2013
17,SUGARS AND SUGAR CONFECTIONERY.,3.75,GHANA,2013
26,"ORES, SLAG AND ASH.",0,GHANA,2013
30,PHARMACEUTICAL PRODUCTS,153.93,GHANA,2013
52,COTTON.,11.99,GHANA,2013
73,ARTICLES OF IRON OR STEEL,34.17,GHANA,2013
30,PHARMACEUTICAL PRODUCTS,0,GIBRALTAR,2013
73,ARTICLES OF IRON OR STEEL,0,GIBRALTAR,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.28,GREECE,2013
26,"ORES, SLAG AND ASH.",0.05,GREECE,2013
30,PHARMACEUTICAL PRODUCTS,1.9,GREECE,2013
52,COTTON.,8.45,GREECE,2013
73,ARTICLES OF IRON OR STEEL,6.23,GREECE,2013
30,PHARMACEUTICAL PRODUCTS,0.12,GRENADA,2013
73,ARTICLES OF IRON OR STEEL,0.11,GRENADA,2013
30,PHARMACEUTICAL PRODUCTS,0.02,GUADELOUPE,2013
52,COTTON.,0.1,GUADELOUPE,2013
73,ARTICLES OF IRON OR STEEL,1.01,GUADELOUPE,2013
30,PHARMACEUTICAL PRODUCTS,0.14,GUAM,2013
73,ARTICLES OF IRON OR STEEL,0,GUAM,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,GUATEMALA,2013
30,PHARMACEUTICAL PRODUCTS,16,GUATEMALA,2013
52,COTTON.,34.68,GUATEMALA,2013
73,ARTICLES OF IRON OR STEEL,11.36,GUATEMALA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.1,GUINEA,2013
26,"ORES, SLAG AND ASH.",1.15,GUINEA,2013
30,PHARMACEUTICAL PRODUCTS,27.54,GUINEA,2013
52,COTTON.,1.27,GUINEA,2013
73,ARTICLES OF IRON OR STEEL,2.08,GUINEA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,GUINEA BISSAU,2013
30,PHARMACEUTICAL PRODUCTS,1.14,GUINEA BISSAU,2013
52,COTTON.,0,GUINEA BISSAU,2013
73,ARTICLES OF IRON OR STEEL,0.12,GUINEA BISSAU,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,GUYANA,2013
30,PHARMACEUTICAL PRODUCTS,5.15,GUYANA,2013
52,COTTON.,0.01,GUYANA,2013
73,ARTICLES OF IRON OR STEEL,1.25,GUYANA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,1.57,HAITI,2013
30,PHARMACEUTICAL PRODUCTS,13.08,HAITI,2013
52,COTTON.,0.04,HAITI,2013
73,ARTICLES OF IRON OR STEEL,0.69,HAITI,2013
73,ARTICLES OF IRON OR STEEL,0.02,HEARD MACDONALD,2013
30,PHARMACEUTICAL PRODUCTS,8.27,HONDURAS,2013
52,COTTON.,4.64,HONDURAS,2013
73,ARTICLES OF IRON OR STEEL,1.52,HONDURAS,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.64,HONG KONG,2013
26,"ORES, SLAG AND ASH.",0.6,HONG KONG,2013
30,PHARMACEUTICAL PRODUCTS,16.66,HONG KONG,2013
52,COTTON.,226.95,HONG KONG,2013
73,ARTICLES OF IRON OR STEEL,5.44,HONG KONG,2013
30,PHARMACEUTICAL PRODUCTS,59.04,HUNGARY,2013
52,COTTON.,0.7,HUNGARY,2013
73,ARTICLES OF IRON OR STEEL,14.02,HUNGARY,2013
30,PHARMACEUTICAL PRODUCTS,0.11,ICELAND,2013
52,COTTON.,0,ICELAND,2013
73,ARTICLES OF IRON OR STEEL,0.12,ICELAND,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.73,INDONESIA,2013
26,"ORES, SLAG AND ASH.",14.77,INDONESIA,2013
30,PHARMACEUTICAL PRODUCTS,20.29,INDONESIA,2013
52,COTTON.,147.35,INDONESIA,2013
73,ARTICLES OF IRON OR STEEL,36.42,INDONESIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,173.79,IRAN,2013
26,"ORES, SLAG AND ASH.",34.03,IRAN,2013
30,PHARMACEUTICAL PRODUCTS,75.82,IRAN,2013
52,COTTON.,65.14,IRAN,2013
73,ARTICLES OF IRON OR STEEL,49.13,IRAN,2013
17,SUGARS AND SUGAR CONFECTIONERY.,14.87,IRAQ,2013
26,"ORES, SLAG AND ASH.",0,IRAQ,2013
30,PHARMACEUTICAL PRODUCTS,49.55,IRAQ,2013
52,COTTON.,0.32,IRAQ,2013
73,ARTICLES OF IRON OR STEEL,104.2,IRAQ,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,IRELAND,2013
26,"ORES, SLAG AND ASH.",0,IRELAND,2013
30,PHARMACEUTICAL PRODUCTS,37.7,IRELAND,2013
52,COTTON.,0.24,IRELAND,2013
73,ARTICLES OF IRON OR STEEL,14.99,IRELAND,2013
17,SUGARS AND SUGAR CONFECTIONERY.,2.08,ISRAEL,2013
26,"ORES, SLAG AND ASH.",0.03,ISRAEL,2013
30,PHARMACEUTICAL PRODUCTS,3.8,ISRAEL,2013
52,COTTON.,21.8,ISRAEL,2013
73,ARTICLES OF IRON OR STEEL,8.86,ISRAEL,2013
17,SUGARS AND SUGAR CONFECTIONERY.,2.72,ITALY,2013
26,"ORES, SLAG AND ASH.",0.69,ITALY,2013
30,PHARMACEUTICAL PRODUCTS,45.69,ITALY,2013
52,COTTON.,126.77,ITALY,2013
73,ARTICLES OF IRON OR STEEL,190.96,ITALY,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,JAMAICA,2013
30,PHARMACEUTICAL PRODUCTS,16.83,JAMAICA,2013
52,COTTON.,0.17,JAMAICA,2013
73,ARTICLES OF IRON OR STEEL,0.44,JAMAICA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,JAPAN,2013
26,"ORES, SLAG AND ASH.",306.36,JAPAN,2013
30,PHARMACEUTICAL PRODUCTS,56.71,JAPAN,2013
52,COTTON.,70.08,JAPAN,2013
73,ARTICLES OF IRON OR STEEL,67.95,JAPAN,2013
17,SUGARS AND SUGAR CONFECTIONERY.,36.08,JORDAN,2013
26,"ORES, SLAG AND ASH.",0.18,JORDAN,2013
30,PHARMACEUTICAL PRODUCTS,30.25,JORDAN,2013
52,COTTON.,12.91,JORDAN,2013
73,ARTICLES OF IRON OR STEEL,24.76,JORDAN,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.07,KAZAKHSTAN,2013
26,"ORES, SLAG AND ASH.",0,KAZAKHSTAN,2013
30,PHARMACEUTICAL PRODUCTS,58.03,KAZAKHSTAN,2013
52,COTTON.,0.2,KAZAKHSTAN,2013
73,ARTICLES OF IRON OR STEEL,3.14,KAZAKHSTAN,2013
17,SUGARS AND SUGAR CONFECTIONERY.,32.26,KENYA,2013
26,"ORES, SLAG AND ASH.",0.04,KENYA,2013
30,PHARMACEUTICAL PRODUCTS,215.65,KENYA,2013
52,COTTON.,7.74,KENYA,2013
73,ARTICLES OF IRON OR STEEL,51.92,KENYA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.35,KIRIBATI REP,2013
30,PHARMACEUTICAL PRODUCTS,0.08,KIRIBATI REP,2013
73,ARTICLES OF IRON OR STEEL,0,KIRIBATI REP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0,KOREA DP RP,2013
30,PHARMACEUTICAL PRODUCTS,2.01,KOREA DP RP,2013
52,COTTON.,2.35,KOREA DP RP,2013
73,ARTICLES OF IRON OR STEEL,0.82,KOREA DP RP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.12,KOREA RP,2013
26,"ORES, SLAG AND ASH.",63.47,KOREA RP,2013
30,PHARMACEUTICAL PRODUCTS,12.63,KOREA RP,2013
52,COTTON.,211.44,KOREA RP,2013
73,ARTICLES OF IRON OR STEEL,44.58,KOREA RP,2013
17,SUGARS AND SUGAR CONFECTIONERY.,15.09,KUWAIT,2013
26,"ORES, SLAG AND ASH.",6.08,KUWAIT,2013
30,PHARMACEUTICAL PRODUCTS,1.7,KUWAIT,2013
52,COTTON.,5.15,KUWAIT,2013
73,ARTICLES OF IRON OR STEEL,35.36,KUWAIT,2013
30,PHARMACEUTICAL PRODUCTS,6.54,KYRGHYZSTAN,2013
52,COTTON.,0.02,KYRGHYZSTAN,2013
73,ARTICLES OF IRON OR STEEL,0.02,KYRGHYZSTAN,2013
30,PHARMACEUTICAL PRODUCTS,1.73,LAO PD RP,2013
52,COTTON.,0,LAO PD RP,2013
73,ARTICLES OF IRON OR STEEL,4.32,LAO PD RP,2013
30,PHARMACEUTICAL PRODUCTS,10.79,LATVIA,2013
52,COTTON.,1.98,LATVIA,2013
73,ARTICLES OF IRON OR STEEL,1.44,LATVIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.81,LEBANON,2013
30,PHARMACEUTICAL PRODUCTS,12.3,LEBANON,2013
52,COTTON.,4.79,LEBANON,2013
73,ARTICLES OF IRON OR STEEL,9.24,LEBANON,2013
30,PHARMACEUTICAL PRODUCTS,16.22,LESOTHO,2013
52,COTTON.,9.36,LESOTHO,2013
73,ARTICLES OF IRON OR STEEL,0,LESOTHO,2013
17,SUGARS AND SUGAR CONFECTIONERY.,0.18,LIBERIA,2013
26,"ORES, SLAG AND ASH.",0,LIBERIA,2013
30,PHARMACEUTICAL PRODUCTS,8.54,LIBERIA,2013
52,COTTON.,0.64,LIBERIA,2013
73,ARTICLES OF IRON OR STEEL,1.65,LIBERIA,2013
17,SUGARS AND SUGAR CONFECTIONERY.,14.86,LIBYA,2013
26,"ORES, SLAG AND ASH.",0.01,LIBYA,2013
30,PHARMACEUTICAL PRODUCTS,12.2,LIBYA,2013
52,COTTON.,0.05,LIBYA,2013
73,ARTICLES OF IRON OR STEEL,5.34,LIBYA,2013
73,ARTICLES OF IRON OR STEEL,0,LIECHTENSTEIN,2013
